soil_moisture,soil_temp,soil_ph,soil_ec,air_temp,humidity,co2_ppm,vpd_kpa,growth_stage,days_since_transplant,irrigation_needed,growth_stage_encoded
48.94,34.51,8.0,1.77,19.02,85.21,1020.5,0.43,fruiting,44,1,3
66.18,19.12,7.06,4.34,27.38,69.81,587.8,2.25,fruiting,51,0,3
59.23,20.68,7.83,4.04,17.27,69.45,570.1,1.14,fruiting,3,1,3
52.52,22.14,6.7,1.67,18.17,77.26,1321.2,2.34,fruiting,26,1,3
56.05,26.51,7.34,1.86,19.83,73.34,1098.2,1.84,fruiting,33,1,3
34.9,37.0,6.31,2.99,32.99,71.15,546.3,1.94,fruiting,28,1,3
92.58,15.73,5.8,0.82,35.28,48.03,419.9,1.49,vegetative,28,0,1
93.6,23.0,5.32,2.48,38.6,90.58,313.2,2.24,vegetative,9,0,1
86.15,28.31,6.72,3.75,36.23,90.74,963.3,2.43,fruiting,10,0,3
79.7,19.85,7.52,2.0,29.37,93.69,1117.5,1.68,fruiting,53,0,3
91.07,24.29,6.08,2.26,29.03,76.02,1260.8,1.24,fruiting,28,0,3
52.0,29.79,7.15,2.73,16.53,49.68,642.4,0.85,fruiting,25,1,3
79.12,20.37,5.93,2.61,20.83,90.41,402.4,1.22,fruiting,21,0,3
50.27,24.65,5.36,0.98,34.6,72.47,940.5,1.24,fruiting,16,1,3
83.55,18.79,5.18,1.45,26.5,81.64,1049.2,0.75,flowering,22,0,2
86.43,17.1,6.9,3.38,19.34,76.06,363.0,0.87,fruiting,20,0,3
34.24,24.65,7.55,0.81,24.6,91.29,441.8,0.91,fruiting,14,1,3
63.7,15.8,5.33,2.03,40.39,79.5,1341.1,1.04,seedling,67,1,0
91.6,22.85,5.03,3.26,41.47,95.04,493.1,0.62,flowering,53,0,2
85.03,23.95,5.11,1.79,35.62,94.73,631.4,0.77,flowering,31,0,2
86.35,36.88,7.03,2.7,15.09,42.28,541.0,0.63,vegetative,1,0,1
60.91,21.19,5.97,1.54,35.33,60.85,1171.6,1.25,flowering,52,1,2
93.43,22.81,5.62,4.15,19.72,87.56,480.3,1.72,vegetative,61,0,1
56.48,37.97,6.74,0.67,30.84,55.65,339.0,2.09,vegetative,48,1,1
40.78,17.7,7.12,4.4,21.29,84.07,405.1,1.08,flowering,21,1,2
56.24,34.7,5.54,2.68,40.66,75.65,1280.4,1.7,fruiting,52,1,3
53.16,18.59,7.57,4.03,23.02,86.94,729.9,0.43,fruiting,6,1,3
56.09,18.62,6.07,1.18,17.87,91.68,1497.2,0.58,seedling,24,1,0
33.39,22.45,6.29,3.8,35.69,61.37,978.7,2.12,seedling,51,1,0
93.02,18.17,5.67,2.6,17.46,64.88,998.1,1.4,vegetative,10,0,1
92.32,18.94,6.96,0.67,16.79,71.45,425.9,0.25,vegetative,18,0,1
55.63,36.2,7.54,2.01,30.5,41.55,615.9,1.83,fruiting,19,1,3
87.55,15.6,7.86,1.63,25.31,45.22,434.7,1.87,fruiting,48,0,3
79.53,20.31,5.14,0.51,24.47,53.76,374.8,0.61,seedling,52,0,0
71.78,30.88,5.9,3.53,20.55,71.02,1265.1,1.44,fruiting,66,0,3
66.51,30.63,6.6,2.24,25.46,87.98,563.2,1.89,fruiting,19,0,3
65.97,37.07,5.56,1.91,30.46,89.47,1415.2,0.97,seedling,49,1,0
90.79,36.92,7.88,3.85,24.82,44.14,982.6,1.48,fruiting,15,0,3
63.03,22.28,5.56,0.52,28.75,71.66,1289.9,1.36,fruiting,52,1,3
44.28,29.6,7.71,0.84,20.85,88.13,1057.9,0.38,flowering,52,1,2
42.94,36.58,7.28,3.28,21.45,46.76,1345.0,0.21,vegetative,68,1,1
67.07,20.01,5.93,3.9,31.29,48.3,1171.8,0.68,vegetative,17,0,1
75.09,37.4,7.89,1.44,17.71,48.45,1142.4,1.87,fruiting,54,0,3
71.12,16.91,5.82,2.53,23.52,96.49,817.7,2.2,fruiting,15,0,3
36.16,22.32,5.11,1.25,35.16,58.55,1101.9,1.85,flowering,3,1,2
74.51,18.48,6.63,4.45,26.67,76.59,1463.2,0.52,vegetative,3,0,1
50.61,26.95,7.07,2.19,38.06,83.98,377.6,1.63,vegetative,14,1,1
76.78,14.53,6.69,3.49,27.0,93.86,1288.6,1.67,seedling,55,0,0
77.27,22.39,5.28,2.57,20.76,70.58,1302.4,1.62,flowering,4,0,2
41.52,25.14,5.06,1.06,33.33,82.61,438.4,0.72,seedling,2,1,0
38.2,24.5,7.2,3.23,22.57,78.4,1413.3,1.0,vegetative,38,1,1
62.06,21.1,5.98,4.34,19.93,57.74,911.9,2.18,vegetative,56,0,1
80.73,36.11,5.92,1.49,25.38,43.15,1271.8,2.46,fruiting,13,0,3
65.1,18.74,6.29,2.51,39.33,54.87,1341.4,1.68,seedling,20,1,0
45.0,32.98,6.77,1.42,27.92,63.15,1347.8,0.27,fruiting,24,1,3
40.68,34.3,7.44,2.41,38.02,54.09,321.1,1.62,flowering,15,1,2
82.39,18.3,7.44,4.26,24.06,70.2,1090.0,0.38,flowering,17,0,2
50.06,28.58,5.56,3.01,19.69,43.64,696.4,0.73,fruiting,19,1,3
65.81,32.49,6.11,3.42,26.09,55.94,1031.7,1.78,flowering,47,0,2
79.9,35.49,6.06,4.31,32.21,84.9,1139.7,0.67,seedling,69,0,0
87.13,32.11,7.8,1.38,37.58,79.33,1343.7,2.03,vegetative,2,0,1
43.32,30.46,6.68,1.32,39.38,55.73,805.3,0.67,vegetative,40,1,1
80.61,34.53,6.31,2.01,35.19,92.04,1205.9,0.72,fruiting,18,0,3
67.45,33.95,5.57,3.64,31.1,90.92,506.4,1.17,fruiting,11,0,3
37.29,37.77,5.84,4.4,19.93,60.58,1203.4,1.71,flowering,12,1,2
84.82,19.64,6.33,1.12,31.09,54.28,700.6,1.28,seedling,25,0,0
86.96,27.73,5.58,3.67,15.93,96.01,1338.2,1.53,seedling,63,0,0
74.38,19.7,6.31,3.92,19.52,55.14,834.5,1.84,vegetative,6,0,1
36.14,22.9,7.13,1.4,32.72,49.36,367.2,0.48,fruiting,34,1,3
90.46,30.49,5.96,1.29,38.08,51.08,493.9,0.68,flowering,27,0,2
60.35,36.27,5.77,1.58,26.11,53.87,455.0,2.17,flowering,19,1,2
33.88,21.63,7.97,2.19,18.54,95.25,1481.0,0.63,fruiting,21,1,3
84.23,21.3,6.41,4.0,16.42,90.68,563.0,1.76,flowering,1,0,2
85.86,16.44,6.04,2.65,36.9,52.34,1263.5,1.12,vegetative,28,0,1
32.18,23.53,6.75,3.45,23.54,67.58,1276.9,2.39,vegetative,64,1,1
91.96,34.41,5.44,0.62,40.21,70.02,945.4,2.0,vegetative,67,0,1
94.69,23.61,6.91,4.04,26.43,84.11,1466.2,1.03,vegetative,41,0,1
41.03,14.23,5.71,1.44,26.39,92.46,1355.0,1.25,vegetative,4,1,1
53.36,15.38,6.92,2.78,18.05,91.81,538.7,1.91,fruiting,21,1,3
74.44,19.48,6.27,2.73,38.99,58.59,460.3,1.33,fruiting,49,0,3
54.35,20.06,5.34,1.06,38.05,73.56,1348.5,2.02,fruiting,24,1,3
33.14,34.93,6.25,2.74,15.59,93.36,1383.3,1.45,flowering,16,1,2
59.23,28.71,7.06,2.55,27.84,76.77,969.0,1.68,flowering,2,1,2
51.94,25.98,7.02,4.37,18.89,89.76,641.0,1.56,flowering,29,1,2
77.02,23.16,5.96,3.91,20.94,50.27,318.7,0.68,flowering,44,0,2
58.85,20.84,7.69,3.95,19.43,41.48,408.0,0.86,fruiting,46,1,3
38.36,28.94,5.17,4.04,28.01,79.76,362.7,1.43,vegetative,50,1,1
41.66,27.76,7.95,1.66,36.45,67.96,347.8,1.95,vegetative,59,1,1
62.24,33.42,6.02,2.06,35.41,44.16,1338.2,1.19,flowering,40,1,2
37.15,27.44,5.74,4.41,36.51,63.54,481.6,2.01,seedling,65,1,0
44.83,21.61,5.64,4.12,39.27,45.83,471.4,2.18,vegetative,46,1,1
57.08,19.26,7.16,3.03,17.69,92.75,970.2,0.78,vegetative,42,1,1
42.09,35.83,7.48,1.15,38.52,55.52,397.0,1.71,fruiting,7,1,3
50.73,37.83,7.04,3.42,20.75,44.49,632.3,0.77,vegetative,42,1,1
67.36,21.87,7.46,1.24,27.54,40.78,878.0,0.33,fruiting,6,0,3
85.96,25.72,5.08,3.33,25.49,70.28,1372.5,0.79,vegetative,50,0,1
51.98,16.58,7.09,1.33,40.01,52.29,606.8,0.88,fruiting,33,1,3
83.26,32.84,7.79,3.53,16.4,87.73,1425.7,2.49,seedling,15,0,0
85.39,37.16,6.74,4.13,36.83,91.0,314.0,2.42,flowering,9,0,2
38.27,23.5,5.81,1.67,18.33,85.93,311.1,0.92,vegetative,16,1,1
50.28,33.62,5.37,1.23,40.67,88.02,765.5,1.67,fruiting,21,1,3
68.93,19.8,6.47,0.8,15.94,66.72,778.4,0.51,fruiting,46,0,3
55.72,28.99,7.89,3.83,27.52,82.04,453.8,1.38,vegetative,32,1,1
31.66,31.45,7.49,1.0,18.66,86.87,1406.3,2.02,vegetative,55,1,1
48.57,34.87,5.22,4.0,29.16,63.27,671.6,0.88,vegetative,13,1,1
62.53,14.34,7.71,0.68,23.71,72.44,921.4,1.71,flowering,53,1,2
43.07,35.77,5.79,1.62,26.15,47.95,908.7,1.73,fruiting,54,1,3
39.6,24.95,5.12,0.57,26.88,54.42,1120.0,1.87,fruiting,33,1,3
33.14,22.92,5.82,2.04,19.32,45.57,925.2,1.86,fruiting,67,1,3
89.92,14.87,7.57,1.42,37.92,47.93,996.3,2.24,flowering,69,0,2
79.3,22.03,6.14,4.24,20.75,45.91,712.1,1.92,flowering,53,0,2
32.53,14.86,7.49,2.87,24.67,90.97,384.2,2.45,flowering,40,1,2
74.14,32.32,6.29,3.95,19.07,55.89,412.2,0.69,vegetative,13,0,1
35.08,24.26,6.6,4.09,41.94,82.94,1464.9,2.01,fruiting,33,1,3
89.62,31.8,6.01,1.95,28.68,60.58,1240.2,2.44,flowering,32,0,2
76.98,37.13,7.79,3.55,29.05,51.64,954.3,1.96,fruiting,26,0,3
55.67,28.6,5.12,3.55,17.69,62.61,424.3,2.13,flowering,7,1,2
30.62,20.81,5.36,0.91,17.09,73.82,527.2,1.03,fruiting,64,1,3
31.77,27.28,5.63,1.65,39.58,68.66,622.8,1.58,vegetative,18,1,1
84.02,35.88,5.76,3.59,22.17,51.9,1433.1,0.24,fruiting,30,0,3
74.9,27.8,5.53,2.87,29.58,68.15,916.1,0.58,flowering,33,0,2
61.81,25.73,5.23,1.26,23.67,63.9,1012.7,2.19,vegetative,34,0,1
38.77,14.62,5.46,3.01,16.99,50.81,705.4,0.38,vegetative,23,1,1
73.71,30.32,5.8,1.82,29.81,51.38,324.4,1.49,flowering,17,0,2
39.54,34.18,5.44,4.07,27.14,71.34,1375.9,0.89,vegetative,55,1,1
81.92,19.06,6.64,1.22,24.38,93.09,475.3,1.65,flowering,20,0,2
51.19,27.51,5.56,3.7,41.25,52.24,524.3,1.25,fruiting,68,1,3
37.1,18.28,5.12,3.74,29.9,58.05,451.6,1.31,flowering,13,1,2
93.35,30.53,7.69,3.3,34.85,56.55,664.2,2.0,vegetative,5,0,1
48.81,29.39,5.56,1.71,28.12,64.06,427.2,2.36,seedling,45,1,0
52.85,15.52,7.96,0.63,32.89,61.16,1075.2,1.02,fruiting,40,1,3
46.75,25.01,5.65,2.48,35.41,69.7,642.8,0.77,fruiting,38,1,3
74.64,27.63,6.05,3.32,29.51,66.75,913.6,1.66,fruiting,53,0,3
93.24,25.17,7.78,0.54,21.68,45.93,1223.5,0.94,fruiting,15,0,3
69.44,34.66,5.05,0.93,17.5,80.62,383.5,1.34,flowering,43,0,2
30.88,22.38,5.4,1.01,37.02,92.35,1233.3,2.45,vegetative,16,1,1
50.76,28.07,5.23,1.53,17.54,57.97,1350.2,1.0,flowering,7,1,2
81.53,19.59,7.79,3.97,15.49,47.33,895.3,1.26,fruiting,43,0,3
34.52,17.69,7.29,3.4,30.26,66.69,1366.0,1.96,fruiting,12,1,3
46.68,20.4,6.21,3.31,16.05,94.56,355.5,2.23,fruiting,3,1,3
40.17,20.0,6.47,3.31,41.63,65.17,921.8,1.4,flowering,67,1,2
74.84,30.52,7.11,1.78,30.54,73.87,678.1,1.0,fruiting,42,0,3
91.04,20.53,6.53,1.2,36.77,90.64,1321.5,1.2,fruiting,68,0,3
32.62,32.08,6.28,4.48,17.63,88.77,876.0,2.1,fruiting,40,1,3
48.78,33.19,5.83,3.83,17.58,46.34,1381.6,1.44,fruiting,7,1,3
33.95,35.56,5.91,2.5,26.4,49.79,729.8,0.64,vegetative,64,1,1
78.27,19.94,5.69,4.3,15.75,47.95,984.4,1.9,flowering,13,0,2
80.56,19.89,7.3,0.55,20.87,43.71,1236.3,1.94,fruiting,69,0,3
75.22,32.58,5.13,2.21,18.3,64.58,820.8,1.35,fruiting,43,0,3
42.04,18.91,5.72,1.41,25.67,77.27,825.6,1.98,fruiting,19,1,3
33.17,35.07,5.24,1.09,15.6,75.82,998.8,2.47,fruiting,48,1,3
84.98,21.78,6.78,2.66,32.9,82.21,829.1,2.24,fruiting,55,0,3
59.79,14.9,6.48,4.09,20.14,96.01,1269.2,1.83,fruiting,10,1,3
39.77,24.16,5.56,1.96,18.49,66.02,626.0,1.01,seedling,65,1,0
46.86,27.97,6.33,0.59,16.09,87.15,1029.2,1.4,fruiting,47,1,3
60.08,37.74,7.31,4.35,36.05,89.87,1147.8,1.95,flowering,30,0,2
51.79,16.29,7.35,2.32,28.3,50.62,1093.1,1.47,vegetative,42,1,1
83.92,34.08,7.44,3.08,24.88,57.33,310.3,2.12,seedling,20,0,0
62.76,26.64,7.78,0.63,35.88,42.97,345.8,1.19,seedling,6,1,0
43.49,20.29,6.3,0.99,17.13,78.76,788.6,1.87,seedling,29,1,0
44.61,28.71,6.88,3.44,31.76,95.25,536.7,2.39,flowering,46,1,2
71.16,18.4,5.03,1.88,28.04,50.51,890.6,0.98,flowering,39,0,2
85.81,36.07,6.06,3.38,26.94,77.35,708.4,0.94,vegetative,63,0,1
84.37,25.01,5.82,4.44,37.27,96.67,501.8,0.53,flowering,65,0,2
60.76,37.31,6.12,1.99,20.27,46.52,1188.4,1.97,fruiting,30,1,3
32.61,37.65,6.02,1.75,39.46,73.35,557.8,2.24,fruiting,60,1,3
86.05,23.37,6.57,4.16,41.28,54.94,555.4,0.39,flowering,52,0,2
73.7,37.68,7.74,3.37,17.84,53.65,524.2,1.02,vegetative,19,0,1
70.09,21.65,7.03,4.29,32.24,82.84,1201.9,0.96,seedling,1,0,0
64.07,14.79,6.41,4.04,24.76,93.15,1056.7,2.35,fruiting,41,0,3
34.09,23.08,7.58,1.38,19.16,91.86,1426.0,0.23,fruiting,11,1,3
54.36,25.26,6.28,2.56,30.72,66.54,1141.9,1.85,vegetative,17,1,1
33.9,25.71,7.32,1.1,31.51,53.65,1340.9,0.95,vegetative,7,1,1
41.93,20.84,6.25,1.91,29.17,74.18,980.0,1.7,vegetative,1,1,1
92.94,29.75,7.95,2.78,26.95,71.44,438.9,1.12,flowering,58,0,2
83.8,24.83,5.45,4.44,39.01,83.96,793.8,0.62,fruiting,68,0,3
75.46,22.2,6.3,1.07,19.54,49.36,456.7,0.61,vegetative,14,0,1
60.06,24.05,7.34,1.92,41.53,50.3,1009.2,0.41,fruiting,11,1,3
61.51,34.04,7.81,4.46,25.71,96.48,487.1,0.78,seedling,17,0,0
79.92,34.47,7.34,3.02,28.88,80.4,769.0,2.14,fruiting,60,0,3
44.28,22.43,5.06,4.41,16.8,91.2,675.6,1.55,fruiting,61,1,3
51.16,15.36,7.5,0.68,32.64,57.9,530.6,1.73,flowering,54,1,2
63.34,19.91,7.59,1.76,21.62,82.85,321.1,0.82,vegetative,10,0,1
91.78,31.2,6.48,3.06,26.18,57.03,1440.8,0.47,vegetative,44,0,1
60.93,34.07,7.03,3.24,20.86,96.1,1310.0,2.01,vegetative,33,0,1
65.95,29.57,6.17,2.49,38.64,46.19,1250.1,0.59,seedling,58,1,0
66.07,32.71,5.35,2.12,16.13,78.92,668.9,1.49,fruiting,23,0,3
52.45,32.27,7.86,1.99,37.39,50.88,1268.6,1.71,vegetative,61,1,1
48.46,16.98,7.77,1.19,30.47,73.31,743.5,1.01,fruiting,57,1,3
65.34,25.32,5.81,0.72,26.03,43.0,960.6,0.91,flowering,46,0,2
58.5,15.59,7.87,3.67,25.75,96.0,714.6,1.06,flowering,29,1,2
75.41,17.67,5.32,2.64,30.0,46.08,1457.0,1.52,vegetative,7,0,1
31.2,15.49,7.66,3.98,24.65,90.79,1012.4,2.05,vegetative,44,1,1
85.59,36.09,7.71,4.31,37.74,73.83,791.8,1.33,fruiting,59,0,3
58.59,32.53,6.55,2.94,34.54,41.43,984.8,2.23,seedling,52,1,0
55.9,37.47,6.52,2.71,34.23,67.62,569.5,1.44,fruiting,63,1,3
63.42,34.06,7.22,1.56,15.46,67.34,1330.7,2.26,fruiting,24,1,3
38.65,23.25,7.83,4.06,29.14,70.61,670.7,1.25,fruiting,52,1,3
73.8,19.06,7.51,1.66,20.04,63.16,1176.7,2.42,fruiting,65,0,3
80.66,27.6,5.69,0.65,31.69,47.47,711.8,1.75,seedling,11,0,0
62.58,19.74,6.77,2.27,27.06,60.68,320.3,1.4,vegetative,60,0,1
83.06,33.06,7.47,1.35,28.02,67.64,1368.6,0.88,fruiting,2,0,3
73.54,20.45,6.23,3.34,28.84,93.05,1184.5,1.5,fruiting,17,0,3
72.08,19.91,6.18,3.23,39.08,57.99,558.6,1.57,seedling,64,0,0
78.7,18.71,6.4,3.95,28.61,78.96,1005.5,2.14,vegetative,22,0,1
50.67,17.63,5.87,1.43,39.94,82.24,679.3,1.96,seedling,21,1,0
46.27,16.74,7.65,1.3,37.2,63.55,317.1,1.88,flowering,25,1,2
43.02,27.9,6.4,2.18,39.02,64.93,390.4,2.38,fruiting,9,1,3
66.7,15.78,6.45,4.08,20.08,58.88,775.3,1.55,fruiting,12,0,3
38.92,17.85,5.23,1.32,34.32,86.11,843.0,1.37,seedling,29,1,0
51.18,32.76,5.74,3.18,23.74,69.02,1108.6,1.55,flowering,7,1,2
64.78,26.28,5.8,4.24,27.36,47.27,819.2,0.49,flowering,14,0,2
55.09,36.24,6.96,4.15,37.5,79.19,727.3,0.75,vegetative,64,1,1
38.09,22.28,5.41,4.49,16.33,65.15,842.5,0.89,flowering,68,1,2
80.95,21.98,6.77,3.36,39.0,87.64,1030.0,1.09,flowering,56,0,2
56.12,36.53,6.82,1.13,28.56,89.17,1105.8,2.14,vegetative,17,1,1
43.55,17.91,5.13,2.74,29.7,51.7,1134.4,1.9,vegetative,21,1,1
64.67,26.26,6.64,3.87,19.59,58.01,1366.3,1.49,flowering,3,0,2
67.7,19.7,6.2,3.53,32.57,50.13,361.5,1.77,vegetative,28,0,1
86.06,18.75,7.76,2.27,35.06,71.18,608.0,1.74,fruiting,49,0,3
34.39,18.11,7.95,2.37,38.42,88.38,913.8,1.83,vegetative,41,1,1
75.37,22.9,5.54,4.2,17.8,70.95,676.8,0.82,flowering,10,0,2
53.81,29.49,7.84,0.67,39.81,74.72,1268.8,1.08,flowering,33,1,2
87.06,37.36,5.91,3.27,15.24,50.75,1127.1,0.35,flowering,7,0,2
53.08,25.9,7.61,3.6,17.27,90.75,866.1,1.91,seedling,67,1,0
86.27,17.62,5.04,0.94,24.82,73.07,531.6,2.04,fruiting,33,0,3
70.15,17.38,7.84,4.23,21.09,75.02,333.6,2.34,flowering,36,0,2
41.72,35.64,5.51,4.03,30.45,89.44,868.9,2.33,vegetative,68,1,1
82.49,17.25,6.79,1.87,21.1,76.45,848.4,1.12,flowering,15,0,2
90.83,36.94,7.57,3.88,17.66,96.62,780.5,0.58,fruiting,3,0,3
64.2,17.07,6.42,2.73,27.04,43.96,881.9,1.28,vegetative,29,0,1
83.77,30.09,7.68,0.73,31.12,72.44,342.8,1.38,flowering,52,0,2
71.62,25.24,7.57,1.87,22.2,96.14,1393.4,0.27,fruiting,54,0,3
31.79,20.57,5.81,3.78,34.19,95.95,1153.8,1.16,fruiting,56,1,3
44.74,14.84,5.18,1.99,17.09,74.01,1076.7,1.06,fruiting,41,1,3
74.24,19.94,6.8,1.53,24.0,65.17,935.0,1.23,flowering,18,0,2
60.9,32.02,6.13,3.98,25.45,59.94,1497.9,1.31,fruiting,7,0,3
90.21,16.04,5.81,3.57,30.19,71.9,499.5,0.85,flowering,58,0,2
30.69,30.16,6.27,2.54,20.78,71.45,1475.0,0.37,vegetative,22,1,1
83.51,32.84,7.67,2.75,24.51,74.55,407.0,0.22,seedling,31,0,0
44.83,17.78,6.85,4.48,19.8,71.15,443.7,2.35,vegetative,26,1,1
64.22,26.95,7.58,0.89,21.49,63.17,1339.0,2.36,fruiting,24,1,3
93.03,18.72,7.71,0.56,29.72,64.11,930.1,1.47,vegetative,8,0,1
59.76,23.02,6.73,2.25,15.47,96.66,952.2,1.29,fruiting,14,1,3
57.48,15.58,7.43,4.31,24.79,48.66,691.8,1.54,vegetative,53,1,1
92.85,30.1,6.09,4.24,30.27,47.32,898.8,1.7,fruiting,63,0,3
50.63,17.73,5.22,3.45,36.47,63.33,775.1,2.39,fruiting,24,1,3
61.59,23.77,6.95,1.92,41.02,93.36,1317.6,2.32,vegetative,58,1,1
35.67,31.73,6.21,2.42,41.31,59.63,1077.9,1.1,fruiting,63,1,3
45.71,30.6,5.2,4.35,24.42,87.42,682.1,1.66,fruiting,69,1,3
72.5,15.83,6.81,4.22,37.96,43.86,1492.1,1.81,vegetative,4,0,1
84.48,14.52,5.7,3.53,30.82,84.62,1195.4,0.32,fruiting,18,0,3
93.77,14.48,6.64,1.87,22.48,59.14,1066.7,0.64,fruiting,6,0,3
64.14,34.03,5.1,1.57,27.68,44.37,1147.1,1.11,vegetative,59,0,1
39.22,37.73,5.07,1.17,41.3,75.81,840.8,0.38,fruiting,44,1,3
73.63,37.5,6.6,1.36,31.88,69.24,939.8,1.3,fruiting,1,0,3
84.8,14.25,7.58,2.31,15.11,62.89,524.2,1.64,fruiting,16,0,3
72.65,34.21,7.16,3.82,20.41,90.67,686.6,0.23,fruiting,6,0,3
72.61,19.55,5.76,2.37,39.24,48.53,1291.2,0.87,fruiting,47,0,3
48.58,19.59,6.2,3.64,28.17,52.34,440.3,1.35,fruiting,33,1,3
58.39,34.53,5.53,2.63,24.62,47.08,359.9,1.48,seedling,3,1,0
39.85,23.61,6.45,1.92,23.7,79.13,559.0,1.83,fruiting,59,1,3
69.74,15.65,7.59,1.64,31.61,95.81,1014.6,1.87,vegetative,16,0,1
81.84,14.84,7.1,0.59,38.28,48.99,917.1,1.57,flowering,41,0,2
51.17,37.02,7.85,0.54,20.44,96.64,891.4,1.52,vegetative,39,1,1
61.01,34.79,5.07,3.22,29.8,49.66,1281.0,1.05,vegetative,47,0,1
78.79,37.3,6.1,2.94,39.57,85.08,976.1,0.38,fruiting,54,0,3
41.97,35.17,6.03,2.05,33.15,67.86,407.1,1.09,seedling,54,1,0
76.95,33.56,7.56,0.81,24.27,79.17,898.3,0.64,flowering,62,0,2
55.35,33.43,6.22,0.61,16.57,88.81,1452.7,1.78,vegetative,46,1,1
87.59,22.75,6.94,1.43,30.08,84.85,1340.4,0.44,vegetative,9,0,1
32.26,30.57,6.58,1.65,37.0,56.53,1489.7,2.08,fruiting,53,1,3
85.13,26.84,5.39,3.69,34.17,70.06,917.5,0.4,fruiting,20,0,3
36.06,20.32,7.71,1.64,32.66,70.48,1015.6,1.16,vegetative,46,1,1
61.78,29.98,6.11,4.28,34.05,82.99,590.9,0.59,vegetative,19,0,1
91.02,24.26,7.32,2.38,22.97,82.14,1257.8,0.67,vegetative,7,0,1
43.89,20.41,5.7,2.56,23.69,48.79,843.8,2.21,flowering,37,1,2
58.84,29.83,7.88,0.9,28.02,42.83,899.5,0.78,fruiting,33,1,3
43.42,27.22,5.33,1.66,20.61,62.6,433.5,0.27,fruiting,14,1,3
76.04,29.85,5.34,1.66,18.5,88.05,1196.3,0.66,vegetative,10,0,1
37.31,16.03,5.13,2.64,34.07,47.44,1066.7,1.3,fruiting,55,1,3
77.82,20.48,6.06,3.99,23.34,71.14,1143.2,2.5,vegetative,58,0,1
47.78,36.24,6.47,3.87,27.83,80.94,704.3,1.64,flowering,45,1,2
57.84,25.15,7.93,3.21,26.0,41.49,978.5,0.42,fruiting,23,1,3
88.46,17.99,6.99,1.32,26.23,70.82,992.8,1.59,flowering,53,0,2
39.31,14.62,5.71,3.6,21.48,81.56,602.3,1.11,fruiting,1,1,3
54.46,21.23,5.33,2.46,25.22,79.61,1281.1,1.45,seedling,10,1,0
60.05,36.46,6.18,2.11,32.57,70.04,749.3,2.48,vegetative,66,1,1
86.19,14.08,5.6,2.86,19.39,96.19,857.0,1.57,vegetative,41,0,1
69.95,27.19,7.35,1.58,32.65,56.59,1004.1,1.59,seedling,54,1,0
70.42,25.9,5.9,0.98,26.05,41.63,553.3,1.19,vegetative,19,0,1
37.1,25.08,7.81,1.43,15.94,85.21,1015.1,1.38,seedling,17,1,0
79.26,22.68,7.21,2.11,16.91,83.75,385.5,2.32,seedling,47,0,0
79.11,27.79,5.15,2.12,19.97,60.47,760.0,1.29,flowering,45,0,2
78.82,22.15,6.28,2.11,34.24,92.31,1100.1,1.28,fruiting,9,0,3
33.94,16.3,5.11,2.33,37.3,57.85,761.0,2.29,fruiting,60,1,3
47.34,16.81,5.05,0.93,22.9,71.45,376.8,0.51,vegetative,11,1,1
72.7,31.87,6.36,0.83,35.83,42.73,1161.5,2.3,vegetative,3,0,1
89.59,29.43,5.1,4.49,17.67,78.91,603.4,1.1,flowering,28,0,2
51.11,32.94,6.02,1.52,38.74,71.26,642.2,2.35,fruiting,3,1,3
69.95,34.89,7.09,1.48,32.52,75.29,1285.0,0.61,fruiting,31,1,3
37.28,17.39,7.46,4.04,21.34,46.47,364.1,1.6,fruiting,49,1,3
77.23,31.06,6.15,4.15,22.49,51.7,737.1,1.7,fruiting,5,0,3
82.9,33.51,6.76,3.54,19.91,49.67,1335.4,1.35,vegetative,37,0,1
87.97,29.18,6.04,2.43,35.31,43.85,560.6,1.26,flowering,3,0,2
76.93,32.56,5.45,2.28,19.78,77.74,489.5,2.28,vegetative,37,0,1
49.5,37.89,5.98,4.25,25.59,65.02,1256.5,0.42,vegetative,60,1,1
62.88,15.06,5.14,4.13,38.58,66.13,495.9,2.11,vegetative,16,0,1
74.36,22.48,6.89,4.04,36.53,61.75,645.5,0.86,vegetative,13,0,1
74.69,22.38,6.54,4.24,16.01,68.52,1325.3,1.55,vegetative,30,0,1
64.46,23.16,5.41,4.43,24.98,75.67,888.2,0.53,seedling,48,0,0
39.37,18.91,5.74,4.23,35.4,85.01,425.7,2.12,vegetative,45,1,1
58.88,16.54,6.86,2.98,16.02,56.57,796.4,1.47,vegetative,25,1,1
86.0,21.91,6.1,0.66,23.83,90.64,330.7,1.13,seedling,53,0,0
41.22,20.05,7.63,2.24,22.39,73.59,470.5,0.8,flowering,38,1,2
90.82,36.1,5.15,1.19,18.77,56.03,544.9,2.38,seedling,40,0,0
61.49,26.91,5.18,2.72,36.37,72.71,618.4,1.74,vegetative,2,1,1
54.78,31.25,7.65,0.52,40.21,69.16,1140.9,2.17,flowering,22,1,2
41.55,17.82,6.97,3.98,39.1,76.69,930.6,0.96,fruiting,22,1,3
76.52,26.52,6.56,0.79,28.83,86.9,1436.2,0.45,flowering,1,0,2
76.62,31.88,7.71,0.52,15.01,66.92,335.2,2.44,vegetative,66,0,1
35.27,33.09,5.97,3.93,31.42,78.4,650.0,1.25,vegetative,25,1,1
94.18,33.01,7.98,4.37,28.22,79.69,432.5,1.21,fruiting,50,0,3
